"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C3","0603_-_NO_SILK","1134.25mil","15233.003mil","1134.25mil","15233.003mil","1134.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","1134.25mil","15073.003mil","1134.25mil","15073.003mil","1134.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","754.25mil","15073.003mil","754.25mil","15073.003mil","754.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","3940mil","1943mil","3940mil","1943mil","3940mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","4266.378mil","960.795mil","4266.378mil","1226.543mil","3996.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","3439.606mil","960.795mil","3439.606mil","1226.543mil","3169.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","2725.827mil","794.496mil","2840mil","763mil","2749.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","2725.827mil","1184.496mil","2840mil","1153mil","2749.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","4310mil","1550.008mil","4310mil","1550.008mil","4235mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","3387.793mil","1550.011mil","3387.793mil","1550.011mil","3312.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","4500mil","2667.173mil","4500mil","1803mil","4500mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","2570mil","2638.827mil","2570mil","3503mil","2570mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","3830mil","1553mil","3830mil","1553mil","3867.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","3940mil","2093mil","3940mil","2093mil","3940mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","4390mil","1373mil","4390mil","1373mil","4423mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","2956.926mil","1436.777mil","2956.926mil","1436.777mil","2923.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","2956.929mil","1629.675mil","2956.929mil","1629.675mil","2923.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","4390mil","1733mil","4390mil","1733mil","4423mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","4570mil","1473mil","4570mil","1473mil","4570mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","4150mil","1473mil","4150mil","1473mil","4150mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","3990mil","1473mil","3990mil","1473mil","3990mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","4570mil","1633mil","4570mil","1633mil","4570mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","4250mil","1733mil","4250mil","1733mil","4217mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","4250mil","1373mil","4250mil","1373mil","4217mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","3474.25mil","1373.003mil","3474.25mil","1373.003mil","3507.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","3474.25mil","1733.003mil","3474.25mil","1733.003mil","3507.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","3654.25mil","1473.003mil","3654.25mil","1473.003mil","3654.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","3234.25mil","1473.003mil","3234.25mil","1473.003mil","3234.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","3074.25mil","1473.003mil","3074.25mil","1473.003mil","3074.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","3654.25mil","1633.003mil","3654.25mil","1633.003mil","3654.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","3334.25mil","1733.003mil","3334.25mil","1733.003mil","3301.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","3334.25mil","1373.003mil","3334.25mil","1373.003mil","3301.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","3840mil","2803mil","3840mil","3353mil","3840mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","3140mil","2803mil","3140mil","3353mil","3140mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","3415mil","3103mil","3415mil","3103mil","3415mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","3615mil","3103mil","3615mil","3103mil","3615mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","2956.926mil","1516.777mil","2956.926mil","1516.777mil","2923.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","2956.929mil","1709.675mil","2956.929mil","1709.675mil","2923.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","3830mil","1433mil","3830mil","1433mil","3797mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","3715mil","3103mil","3715mil","3103mil","3715mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","3515mil","3103mil","3515mil","3103mil","3515mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","4450mil","1633mil","4450mil","1633mil","4450mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","4450mil","1473mil","4450mil","1473mil","4450mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","4070mil","1473mil","4070mil","1473mil","4070mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","3534.25mil","1633.003mil","3534.25mil","1633.003mil","3534.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","3534.25mil","1473.003mil","3534.25mil","1473.003mil","3534.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","3154.25mil","1473.003mil","3154.25mil","1473.003mil","3154.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","3940mil","5343mil","3940mil","5343mil","3940mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","4266.378mil","4360.795mil","4266.378mil","4626.543mil","3996.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","3439.606mil","4360.795mil","3439.606mil","4626.543mil","3169.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","2725.827mil","4194.496mil","2840mil","4163mil","2749.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","2725.827mil","4584.496mil","2840mil","4553mil","2749.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","4310mil","4950.008mil","4310mil","4950.008mil","4235mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","3387.793mil","4950.011mil","3387.793mil","4950.011mil","3312.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","4500mil","6067.173mil","4500mil","5203mil","4500mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","2570mil","6038.827mil","2570mil","6903mil","2570mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","3830mil","4953mil","3830mil","4953mil","3867.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","3940mil","5493mil","3940mil","5493mil","3940mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","4390mil","4773mil","4390mil","4773mil","4423mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","2956.926mil","4836.777mil","2956.926mil","4836.777mil","2923.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","2956.929mil","5029.675mil","2956.929mil","5029.675mil","2923.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","4390mil","5133mil","4390mil","5133mil","4423mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","4570mil","4873mil","4570mil","4873mil","4570mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","4150mil","4873mil","4150mil","4873mil","4150mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","3990mil","4873mil","3990mil","4873mil","3990mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","4570mil","5033mil","4570mil","5033mil","4570mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","4250mil","5133mil","4250mil","5133mil","4217mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","4250mil","4773mil","4250mil","4773mil","4217mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","3474.25mil","4773.003mil","3474.25mil","4773.003mil","3507.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","3474.25mil","5133.003mil","3474.25mil","5133.003mil","3507.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","3654.25mil","4873.003mil","3654.25mil","4873.003mil","3654.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","3234.25mil","4873.003mil","3234.25mil","4873.003mil","3234.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","3074.25mil","4873.003mil","3074.25mil","4873.003mil","3074.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","3654.25mil","5033.003mil","3654.25mil","5033.003mil","3654.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","3334.25mil","5133.003mil","3334.25mil","5133.003mil","3301.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","3334.25mil","4773.003mil","3334.25mil","4773.003mil","3301.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","3840mil","6203mil","3840mil","6753mil","3840mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","3140mil","6203mil","3140mil","6753mil","3140mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","3415mil","6503mil","3415mil","6503mil","3415mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","3615mil","6503mil","3615mil","6503mil","3615mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","2956.926mil","4916.777mil","2956.926mil","4916.777mil","2923.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","2956.929mil","5109.675mil","2956.929mil","5109.675mil","2923.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","3830mil","4833mil","3830mil","4833mil","3797mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","3715mil","6503mil","3715mil","6503mil","3715mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","3515mil","6503mil","3515mil","6503mil","3515mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","4450mil","5033mil","4450mil","5033mil","4450mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","4450mil","4873mil","4450mil","4873mil","4450mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","4070mil","4873mil","4070mil","4873mil","4070mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","3534.25mil","5033.003mil","3534.25mil","5033.003mil","3534.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","3534.25mil","4873.003mil","3534.25mil","4873.003mil","3534.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","3154.25mil","4873.003mil","3154.25mil","4873.003mil","3154.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","3940mil","8743mil","3940mil","8743mil","3940mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","4266.378mil","7760.795mil","4266.378mil","8026.543mil","3996.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","3439.606mil","7760.795mil","3439.606mil","8026.543mil","3169.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","2725.827mil","7594.496mil","2840mil","7563mil","2749.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","2725.827mil","7984.496mil","2840mil","7953mil","2749.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","4310mil","8350.008mil","4310mil","8350.008mil","4235mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","3387.793mil","8350.011mil","3387.793mil","8350.011mil","3312.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","4500mil","9467.173mil","4500mil","8603mil","4500mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","2570mil","9438.827mil","2570mil","10303mil","2570mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","3830mil","8353mil","3830mil","8353mil","3867.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","3940mil","8893mil","3940mil","8893mil","3940mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","4390mil","8173mil","4390mil","8173mil","4423mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","2956.926mil","8236.777mil","2956.926mil","8236.777mil","2923.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","2956.929mil","8429.675mil","2956.929mil","8429.675mil","2923.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","4390mil","8533mil","4390mil","8533mil","4423mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","4570mil","8273mil","4570mil","8273mil","4570mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","4150mil","8273mil","4150mil","8273mil","4150mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","3990mil","8273mil","3990mil","8273mil","3990mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","4570mil","8433mil","4570mil","8433mil","4570mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","4250mil","8533mil","4250mil","8533mil","4217mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","4250mil","8173mil","4250mil","8173mil","4217mil","8173mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","3474.25mil","8173.003mil","3474.25mil","8173.003mil","3507.25mil","8173.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","3474.25mil","8533.003mil","3474.25mil","8533.003mil","3507.25mil","8533.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","3654.25mil","8273.003mil","3654.25mil","8273.003mil","3654.25mil","8306.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","3234.25mil","8273.003mil","3234.25mil","8273.003mil","3234.25mil","8306.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","3074.25mil","8273.003mil","3074.25mil","8273.003mil","3074.25mil","8306.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","3654.25mil","8433.003mil","3654.25mil","8433.003mil","3654.25mil","8400.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","3334.25mil","8533.003mil","3334.25mil","8533.003mil","3301.25mil","8533.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","3334.25mil","8173.003mil","3334.25mil","8173.003mil","3301.25mil","8173.003mil","T","360.00","Resistor"
"H2","HDR1X12","3840mil","9603mil","3840mil","10153mil","3840mil","10153mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","3140mil","9603mil","3140mil","10153mil","3140mil","10153mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","3415mil","9903mil","3415mil","9903mil","3415mil","9936mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","3615mil","9903mil","3615mil","9903mil","3615mil","9936mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","2956.926mil","8316.777mil","2956.926mil","8316.777mil","2923.926mil","8316.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","2956.929mil","8509.675mil","2956.929mil","8509.675mil","2923.929mil","8509.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","3830mil","8233mil","3830mil","8233mil","3797mil","8233mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","3715mil","9903mil","3715mil","9903mil","3715mil","9936mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","3515mil","9903mil","3515mil","9903mil","3515mil","9936mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","4450mil","8433mil","4450mil","8433mil","4450mil","8466mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","4450mil","8273mil","4450mil","8273mil","4450mil","8306mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","4070mil","8273mil","4070mil","8273mil","4070mil","8306mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","3534.25mil","8433.003mil","3534.25mil","8433.003mil","3534.25mil","8466.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","3534.25mil","8273.003mil","3534.25mil","8273.003mil","3534.25mil","8306.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","3154.25mil","8273.003mil","3154.25mil","8273.003mil","3154.25mil","8306.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","3940mil","12143mil","3940mil","12143mil","3940mil","12176mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","4266.378mil","11160.795mil","4266.378mil","11426.543mil","3996.693mil","11426.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","3439.606mil","11160.795mil","3439.606mil","11426.543mil","3169.921mil","11426.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","2725.827mil","10994.496mil","2840mil","10963mil","2749.449mil","10864.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","2725.827mil","11384.496mil","2840mil","11353mil","2749.449mil","11254.575mil","T","270.00","Thermistor A"
"U2","SOIC8","4310mil","11750.008mil","4310mil","11750.008mil","4235mil","11657.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","3387.793mil","11750.011mil","3387.793mil","11750.011mil","3312.793mil","11657.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","4500mil","12867.173mil","4500mil","12003mil","4500mil","12109.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","2570mil","12838.827mil","2570mil","13703mil","2570mil","13596.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","3830mil","11753mil","3830mil","11753mil","3867.402mil","11796.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","3940mil","12293mil","3940mil","12293mil","3940mil","12326mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","4390mil","11573mil","4390mil","11573mil","4423mil","11573mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","2956.926mil","11636.777mil","2956.926mil","11636.777mil","2923.926mil","11636.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","2956.929mil","11829.675mil","2956.929mil","11829.675mil","2923.929mil","11829.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","4390mil","11933mil","4390mil","11933mil","4423mil","11933mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","4570mil","11673mil","4570mil","11673mil","4570mil","11706mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","4150mil","11673mil","4150mil","11673mil","4150mil","11706mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","3990mil","11673mil","3990mil","11673mil","3990mil","11706mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","4570mil","11833mil","4570mil","11833mil","4570mil","11800mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","4250mil","11933mil","4250mil","11933mil","4217mil","11933mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","4250mil","11573mil","4250mil","11573mil","4217mil","11573mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","3474.25mil","11573.003mil","3474.25mil","11573.003mil","3507.25mil","11573.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","3474.25mil","11933.003mil","3474.25mil","11933.003mil","3507.25mil","11933.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","3654.25mil","11673.003mil","3654.25mil","11673.003mil","3654.25mil","11706.003mil","T","270.00","Resistor"
